"symbol"	"ensembl_gene_id"	"gene_family"	"name"	"refseq_accession"
"ILVBL"	"ENSG00000105135"	"NULL"	"ilvB acetolactate synthase like"	"NM_006844"
"IMMP1L"	"ENSG00000148950"	"NULL"	"inner mitochondrial membrane peptidase subunit 1"	"NM_144981"
"IMMP2L"	"ENSG00000184903"	"NULL"	"inner mitochondrial membrane peptidase subunit 2"	"NM_032549"
"IMMT"	"ENSG00000132305"	"NULL"	"inner membrane mitochondrial protein"	"NM_006839"
"IMP3"	"ENSG00000177971"	"MPP10 subcomplex"	"IMP3, U3 small nucleolar ribonucleoprotein"	"NM_018285"
"IMP4"	"ENSG00000136718"	"MPP10 subcomplex"	"IMP4, U3 small nucleolar ribonucleoprotein"	"NM_033416"
"IMPA1"	"ENSG00000133731"	"Phosphoinositide phosphatases"	"inositol monophosphatase 1"	"NM_005536"
"IMPA2"	"ENSG00000141401"	"Phosphoinositide phosphatases"	"inositol monophosphatase 2"	"NM_014214"
"IMPACT"	"ENSG00000154059"	"NULL"	"impact RWD domain protein"	"NM_018439"
"IMPAD1"	"ENSG00000104331"	"NULL"	"inositol monophosphatase domain containing 1"	"NM_017813"
"IMPDH1"	"ENSG00000106348"	"NULL"	"inosine monophosphate dehydrogenase 1"	"NM_000883"
"IMPDH2"	"ENSG00000178035"	"NULL"	"inosine monophosphate dehydrogenase 2"	"NM_000884"
"IMPG1"	"ENSG00000112706"	"NULL"	"interphotoreceptor matrix proteoglycan 1"	"NM_001563"
"IMPG2"	"ENSG00000081148"	"NULL"	"interphotoreceptor matrix proteoglycan 2"	"NM_016247"
"INA"	"ENSG00000148798"	"Intermediate filaments Type IV"	"internexin neuronal intermediate filament protein alpha"	"NM_032727"
"INAFM1"	"ENSG00000257704"	"NULL"	"InaF motif containing 1"	"NM_178511"
"INAFM2"	"ENSG00000259330"	"NULL"	"InaF motif containing 2"	"NM_001301268"
"INAVA"	"ENSG00000163362"	"NULL"	"innate immunity activator"	"NM_018265"
"INCA1"	"ENSG00000196388"	"NULL"	"inhibitor of CDK, cyclin A1 interacting protein 1"	"NM_213726"
"INCENP"	"ENSG00000149503"	"Chromosomal passenger complex"	"inner centromere protein"	"NM_020238"
"INF2"	"ENSG00000203485"	"Armadillo-like helical domain containing"	"inverted formin, FH2 and WH2 domain containing"	"NM_022489"
"ING1"	"ENSG00000153487"	"PHD finger proteins"	"inhibitor of growth family member 1"	"NM_005537"
"ING2"	"ENSG00000168556"	"PHD finger proteins"	"inhibitor of growth family member 2"	"NM_001564"
"ING3"	"ENSG00000071243"	"PHD finger proteins"	"inhibitor of growth family member 3"	"NM_019071"
"ING4"	"ENSG00000111653"	"PHD finger proteins"	"inhibitor of growth family member 4"	"NM_198287"
"ING5"	"ENSG00000168395"	"PHD finger proteins"	"inhibitor of growth family member 5"	"NM_032329"
"INHA"	"ENSG00000123999"	"Inhibin subunits"	"inhibin subunit alpha"	"NM_002191"
"INHBA"	"ENSG00000122641"	"Endogenous ligands;Inhibin subunits"	"inhibin subunit beta A"	"NM_002192"
"INHBB"	"ENSG00000163083"	"Endogenous ligands;Inhibin subunits"	"inhibin subunit beta B"	"NM_002193"
"INHBC"	"ENSG00000175189"	"Inhibin subunits"	"inhibin subunit beta C"	"NM_005538"
"INHBE"	"ENSG00000139269"	"Inhibin subunits"	"inhibin subunit beta E"	"NM_031479"
"INIP"	"ENSG00000148153"	"NULL"	"INTS3 and NABP interacting protein"	"NM_021218"
"INKA1"	"ENSG00000185614"	"NULL"	"inka box actin regulator 1"	"NM_203370"
"INKA2"	"ENSG00000197852"	"NULL"	"inka box actin regulator 2"	"NM_019099"
"INMT"	"ENSG00000241644"	"Seven-beta-strand methyltransferase motif containing"	"indolethylamine N-methyltransferase"	"NM_006774"
"INO80"	"ENSG00000128908"	"INO80 complex ;DNA helicases"	"INO80 complex subunit"	"NM_017553"
"INO80B"	"ENSG00000115274"	"Zinc fingers HIT-type;INO80 complex "	"INO80 complex subunit B"	"NM_031288"
"INO80C"	"ENSG00000153391"	"INO80 complex "	"INO80 complex subunit C"	"NM_194281"
"INO80D"	"ENSG00000114933"	"INO80 complex "	"INO80 complex subunit D"	"NM_017759"
"INO80E"	"ENSG00000169592"	"INO80 complex "	"INO80 complex subunit E"	"NM_173618"
"INPP1"	"ENSG00000151689"	"Phosphoinositide phosphatases"	"inositol polyphosphate-1-phosphatase"	"NM_001128928"
"INPP4A"	"ENSG00000040933"	"C2 domain containing"	"inositol polyphosphate-4-phosphatase type I A"	"NM_001566"
"INPP4B"	"ENSG00000109452"	"C2 domain containing;Phosphoinositide phosphatases"	"inositol polyphosphate-4-phosphatase type II B"	"NM_003866"
"INPP5A"	"ENSG00000068383"	"Phosphoinositide phosphatases"	"inositol polyphosphate-5-phosphatase A"	"NM_005539"
"INPP5B"	"ENSG00000204084"	"Phosphoinositide phosphatases"	"inositol polyphosphate-5-phosphatase B"	"NM_005540"
"INPP5D"	"ENSG00000168918"	"SH2 domain containing;Phosphoinositide phosphatases"	"inositol polyphosphate-5-phosphatase D"	"NM_001017915"
"INPP5E"	"ENSG00000148384"	"Phosphoinositide phosphatases"	"inositol polyphosphate-5-phosphatase E"	"NM_019892"
"INPP5F"	"ENSG00000198825"	"Phosphoinositide phosphatases"	"inositol polyphosphate-5-phosphatase F"	"NM_014937"
"INPP5J"	"ENSG00000185133"	"Phosphoinositide phosphatases"	"inositol polyphosphate-5-phosphatase J"	"NM_001002837"
"INPP5K"	"ENSG00000132376"	"Phosphoinositide phosphatases"	"inositol polyphosphate-5-phosphatase K"	"NM_016532"
"INPPL1"	"ENSG00000165458"	"SH2 domain containing;Sterile alpha motif domain containing;Phosphoinositide phosphatases"	"inositol polyphosphate phosphatase like 1"	"NM_001567"
"INS"	"ENSG00000254647"	"Endogenous ligands"	"insulin"	"NM_000207"
"INSC"	"ENSG00000188487"	"Armadillo-like helical domain containing"	"INSC, spindle orientation adaptor protein"	"NM_001031853"
"INSIG1"	"ENSG00000186480"	"NULL"	"insulin induced gene 1"	"NM_198336"
"INSIG2"	"ENSG00000125629"	"NULL"	"insulin induced gene 2"	"NM_016133"
"INSL3"	"ENSG00000248099"	"Endogenous ligands"	"insulin like 3"	"NM_005543"
"INSL4"	"ENSG00000120211"	"NULL"	"insulin like 4"	"NM_002195"
"INSL5"	"ENSG00000172410"	"Endogenous ligands"	"insulin like 5"	"NM_005478"
"INSL6"	"ENSG00000120210"	"NULL"	"insulin like 6"	"NM_007179"
"INSM1"	"ENSG00000173404"	"SNAG transcriptional repressors"	"INSM transcriptional repressor 1"	"NM_002196"
"INSM2"	"ENSG00000168348"	"Zinc fingers C2H2-type;SNAG transcriptional repressors"	"INSM transcriptional repressor 2"	"NM_032594"
"INSR"	"ENSG00000171105"	"Receptor tyrosine kinases;CD molecules;Fibronectin type III domain containing"	"insulin receptor"	"NM_000208"
"INSRR"	"ENSG00000027644"	"Receptor tyrosine kinases;Fibronectin type III domain containing"	"insulin receptor related receptor"	"NM_014215"
"INSYN1"	"ENSG00000205363"	"NULL"	"inhibitory synaptic factor 1"	"NM_001039614"
"INSYN2"	"ENSG00000188916"	"NULL"	"inhibitory synaptic factor 2A"	"NM_001039762"
"INSYN2B"	"ENSG00000204767"	"NULL"	"inhibitory synaptic factor family member 2B"	"NM_001129891"
"INTS1"	"ENSG00000164880"	"Integrator complex;Armadillo-like helical domain containing"	"integrator complex subunit 1"	"NM_001080453"
"INTS2"	"ENSG00000108506"	"Integrator complex"	"integrator complex subunit 2"	"NM_020748"
"INTS3"	"ENSG00000143624"	"Integrator complex"	"integrator complex subunit 3"	"NM_023015"
"INTS4"	"ENSG00000149262"	"Integrator complex;Armadillo-like helical domain containing"	"integrator complex subunit 4"	"NM_033547"
"INTS5"	"ENSG00000185085"	"Integrator complex;Armadillo-like helical domain containing"	"integrator complex subunit 5"	"NM_030628"
"INTS6"	"ENSG00000102786"	"Integrator complex"	"integrator complex subunit 6"	"NM_012141"
"INTS6L"	"ENSG00000165359"	"Integrator complex"	"integrator complex subunit 6 like"	"NM_182540"
"INTS7"	"ENSG00000143493"	"Integrator complex;Armadillo-like helical domain containing"	"integrator complex subunit 7"	"NM_015434"
"INTS8"	"ENSG00000164941"	"Integrator complex"	"integrator complex subunit 8"	"NM_017864"
"INTS9"	"ENSG00000104299"	"Integrator complex"	"integrator complex subunit 9"	"NM_018250"
"INTS10"	"ENSG00000104613"	"Integrator complex"	"integrator complex subunit 10"	"NM_018142"
"INTS11"	"ENSG00000127054"	"Integrator complex"	"integrator complex subunit 11"	"NM_017871"
"INTS12"	"ENSG00000138785"	"PHD finger proteins;Integrator complex"	"integrator complex subunit 12"	"NM_020395"
"INTS13"	"ENSG00000064102"	"Integrator complex"	"integrator complex subunit 13"	"NM_018164"
"INTS14"	"ENSG00000138614"	"Integrator complex"	"integrator complex subunit 14"	"NM_030800"
"INTU"	"ENSG00000164066"	"PDZ domain containing;Ciliogenesis and planar polarity effector complex"	"inturned planar cell polarity protein"	"XM_371707"
"INVS"	"ENSG00000119509"	"Ankyrin repeat domain containing"	"inversin"	"NM_014425"
"IP6K1"	"ENSG00000176095"	"NULL"	"inositol hexakisphosphate kinase 1"	"NM_153273"
"IP6K2"	"ENSG00000068745"	"NULL"	"inositol hexakisphosphate kinase 2"	"NM_016291"
"IP6K3"	"ENSG00000161896"	"NULL"	"inositol hexakisphosphate kinase 3"	"NM_054111"
"IPCEF1"	"ENSG00000074706"	"Pleckstrin homology domain containing"	"interaction protein for cytohesin exchange factors 1"	"NM_001130699"
"IPMK"	"ENSG00000151151"	"NULL"	"inositol polyphosphate multikinase"	"NM_152230"
"IPO4"	"ENSG00000196497"	"Importins;TOG domain containing"	"importin 4"	"NM_024658"
"IPO5"	"ENSG00000065150"	"Importins;TOG domain containing"	"importin 5"	"NM_002271"
"IPO7"	"ENSG00000205339"	"Importins"	"importin 7"	"NM_006391"
"IPO8"	"ENSG00000133704"	"Importins"	"importin 8"	"NM_006390"
"IPO9"	"ENSG00000198700"	"Importins"	"importin 9"	"NM_018085"
"IPO11"	"ENSG00000086200"	"Importins"	"importin 11"	"NM_016338"
"IPO13"	"ENSG00000117408"	"Importins"	"importin 13"	"NM_014652"
"IPP"	"ENSG00000197429"	"Kelch like;BTB domain containing"	"intracisternal A particle-promoted polypeptide"	"NM_005897"
"IPPK"	"ENSG00000127080"	"NULL"	"inositol-pentakisphosphate 2-kinase"	"NM_022755"
"IQANK1"	"ENSG00000203499"	"NULL"	"IQ motif and ankyrin repeat containing 1"	"XM_017014127"
"IQCA1"	"ENSG00000132321"	"AAA ATPases;Dynein regulatory complex"	"IQ motif containing with AAA domain 1"	"NM_024726"
"IQCA1L"	"ENSG00000278685"	"NULL"	"IQ motif containing with AAA domain 1 like"	"XM_006710196"
"IQCB1"	"ENSG00000173226"	"Armadillo-like helical domain containing"	"IQ motif containing B1"	"NM_014642"
"IQCC"	"ENSG00000160051"	"NULL"	"IQ motif containing C"	"NM_018134"
"IQCD"	"ENSG00000166578"	"Dynein regulatory complex;Cilia and flagella associated"	"IQ motif containing D"	"NM_138451"
"IQCE"	"ENSG00000106012"	"NULL"	"IQ motif containing E"	"NM_152558"
"IQCF1"	"ENSG00000173389"	"NULL"	"IQ motif containing F1"	"NM_152397"
"IQCF2"	"ENSG00000184345"	"NULL"	"IQ motif containing F2"	"NM_203424"
"IQCF3"	"ENSG00000229972"	"NULL"	"IQ motif containing F3"	"NM_001085479"
"IQCF5"	"ENSG00000214681"	"NULL"	"IQ motif containing F5"	"XM_371643"
"IQCF6"	"ENSG00000214686"	"NULL"	"IQ motif containing F6"	"XM_496643"
"IQCG"	"ENSG00000114473"	"Dynein regulatory complex;Cilia and flagella associated"	"IQ motif containing G"	"NM_032263"
"IQCH"	"ENSG00000103599"	"NULL"	"IQ motif containing H"	"NM_022784"
"IQCJ"	"ENSG00000214216"	"NULL"	"IQ motif containing J"	"NM_001042705.1"
"IQCK"	"ENSG00000174628"	"NULL"	"IQ motif containing K"	"NM_153208"
"IQCM"	"ENSG00000234828"	"NULL"	"IQ motif containing M"	"XM_011532454"
"IQCN"	"ENSG00000130518"	"NULL"	"IQ motif containing N"	"NM_001145304"
"IQGAP1"	"ENSG00000140575"	"NULL"	"IQ motif containing GTPase activating protein 1"	"NM_003870"
"IQGAP2"	"ENSG00000145703"	"NULL"	"IQ motif containing GTPase activating protein 2"	"NM_006633"
"IQGAP3"	"ENSG00000183856"	"NULL"	"IQ motif containing GTPase activating protein 3"	"NM_178229"
"IQSEC1"	"ENSG00000144711"	"NULL"	"IQ motif and Sec7 domain 1"	"NM_014869"
"IQSEC2"	"ENSG00000124313"	"X-linked mental retardation"	"IQ motif and Sec7 domain 2"	"XM_291345"
"IQSEC3"	"ENSG00000120645"	"NULL"	"IQ motif and Sec7 domain 3"	"XM_495902"
"IQUB"	"ENSG00000164675"	"NULL"	"IQ motif and ubiquitin domain containing"	"NM_178827"
"IRAK1"	"ENSG00000184216"	"NULL"	"interleukin 1 receptor associated kinase 1"	"NM_001025242"
"IRAK1BP1"	"ENSG00000146243"	"NULL"	"interleukin 1 receptor associated kinase 1 binding protein 1"	"XM_059729"
"IRAK2"	"ENSG00000134070"	"NULL"	"interleukin 1 receptor associated kinase 2"	"NM_001570"
"IRAK3"	"ENSG00000090376"	"NULL"	"interleukin 1 receptor associated kinase 3"	"NM_001142523"
"IRAK4"	"ENSG00000198001"	"NULL"	"interleukin 1 receptor associated kinase 4"	"NM_001114182"
"IREB2"	"ENSG00000136381"	"NULL"	"iron responsive element binding protein 2"	"NM_004136"
"IRF1"	"ENSG00000125347"	"NULL"	"interferon regulatory factor 1"	"NM_002198"
"IRF2"	"ENSG00000168310"	"NULL"	"interferon regulatory factor 2"	"NM_002199"
"IRF2BP1"	"ENSG00000170604"	"NULL"	"interferon regulatory factor 2 binding protein 1"	"NM_015649"
"IRF2BP2"	"ENSG00000168264"	"NULL"	"interferon regulatory factor 2 binding protein 2"	"NM_182972"
"IRF2BPL"	"ENSG00000119669"	"NULL"	"interferon regulatory factor 2 binding protein like"	"NM_024496"
"IRF3"	"ENSG00000126456"	"NULL"	"interferon regulatory factor 3"	"NM_001571"
"IRF4"	"ENSG00000137265"	"NULL"	"interferon regulatory factor 4"	"NM_001195286"
"IRF5"	"ENSG00000128604"	"NULL"	"interferon regulatory factor 5"	"NM_001098627"
"IRF6"	"ENSG00000117595"	"NULL"	"interferon regulatory factor 6"	"NM_006147"
"IRF7"	"ENSG00000185507"	"NULL"	"interferon regulatory factor 7"	"NM_001572"
"IRF8"	"ENSG00000140968"	"NULL"	"interferon regulatory factor 8"	"NM_002163"
"IRF9"	"ENSG00000213928"	"NULL"	"interferon regulatory factor 9"	"NM_006084"
"IRGC"	"ENSG00000124449"	"NULL"	"immunity related GTPase cinema"	"NM_019612"
"IRGM"	"ENSG00000237693"	"NULL"	"immunity related GTPase M"	"NM_001145805"
"IRGQ"	"ENSG00000167378"	"NULL"	"immunity related GTPase Q"	"NM_001007561"
"IRS1"	"ENSG00000169047"	"Pleckstrin homology domain containing"	"insulin receptor substrate 1"	"NM_005544"
"IRS2"	"ENSG00000185950"	"Pleckstrin homology domain containing"	"insulin receptor substrate 2"	"NM_003749"
"IRS4"	"ENSG00000133124"	"NULL"	"insulin receptor substrate 4"	"NM_003604"
"IRX1"	"ENSG00000170549"	"TALE class homeoboxes and pseudogenes"	"iroquois homeobox 1"	"NM_024337"
"IRX2"	"ENSG00000170561"	"TALE class homeoboxes and pseudogenes"	"iroquois homeobox 2"	"NM_001134222"
"IRX3"	"ENSG00000177508"	"TALE class homeoboxes and pseudogenes"	"iroquois homeobox 3"	"NM_024336"
"IRX4"	"ENSG00000113430"	"TALE class homeoboxes and pseudogenes"	"iroquois homeobox 4"	"NM_016358"
"IRX5"	"ENSG00000176842"	"TALE class homeoboxes and pseudogenes"	"iroquois homeobox 5"	"NM_001252197"
"IRX6"	"ENSG00000159387"	"TALE class homeoboxes and pseudogenes"	"iroquois homeobox 6"	"NM_024335"
"ISCA1"	"ENSG00000135070"	"NULL"	"iron-sulfur cluster assembly 1"	"NM_030940"
"ISCA2"	"ENSG00000165898"	"NULL"	"iron-sulfur cluster assembly 2"	"NM_194279"
"ISCU"	"ENSG00000136003"	"NULL"	"iron-sulfur cluster assembly enzyme"	"NM_014301"
"ISG15"	"ENSG00000187608"	"NULL"	"ISG15 ubiquitin-like modifier"	"NM_005101"
"ISG20"	"ENSG00000172183"	"Exonucleases"	"interferon stimulated exonuclease gene 20"	"NM_002201"
"ISG20L2"	"ENSG00000143319"	"Exonucleases"	"interferon stimulated exonuclease gene 20 like 2"	"NM_030980"
"ISL1"	"ENSG00000016082"	"LIM class homeoboxes"	"ISL LIM homeobox 1"	"NM_002202"
"ISL2"	"ENSG00000159556"	"LIM class homeoboxes"	"ISL LIM homeobox 2"	"NM_145805"
"ISLR"	"ENSG00000129009"	"I-set domain containing"	"immunoglobulin superfamily containing leucine rich repeat"	"NM_005545"
"ISLR2"	"ENSG00000167178"	"Immunoglobulin like domain containing"	"immunoglobulin superfamily containing leucine rich repeat 2"	"NM_020851"
"ISM1"	"ENSG00000101230"	"NULL"	"isthmin 1"	"NM_080826"
"ISM2"	"ENSG00000100593"	"NULL"	"isthmin 2"	"NM_182509"
"ISOC1"	"ENSG00000066583"	"NULL"	"isochorismatase domain containing 1"	"NM_016048"
"ISOC2"	"ENSG00000063241"	"NULL"	"isochorismatase domain containing 2"	"NM_024710"
"ISPD"	"ENSG00000214960"	"NULL"	"isoprenoid synthase domain containing"	"NM_001101426"
"IST1"	"ENSG00000182149"	"ESCRT-III associated factors"	"IST1, ESCRT-III associated factor"	"NM_014761"
"ISX"	"ENSG00000175329"	"PRD class homeoboxes and pseudogenes"	"intestine specific homeobox"	"NM_001008494"
"ISY1"	"ENSG00000240682"	"Spliceosomal B complex;Spliceosomal Bact complex;Spliceosomal C complex;Spliceosomal P complex"	"ISY1 splicing factor homolog"	"NM_020701"
"ISYNA1"	"ENSG00000105655"	"NULL"	"inositol-3-phosphate synthase 1"	"NM_016368"
"ITCH"	"ENSG00000078747"	"C2 domain containing"	"itchy E3 ubiquitin protein ligase"	"NM_001257137"
"ITFG1"	"ENSG00000129636"	"NULL"	"integrin alpha FG-GAP repeat containing 1"	"NM_030790"
"ITFG2"	"ENSG00000111203"	"KICSTOR complex"	"integrin alpha FG-GAP repeat containing 2"	"NM_018463"
"ITGA1"	"ENSG00000213949"	"CD molecules;Integrin alpha subunits"	"integrin subunit alpha 1"	"NM_181501"
"ITGA2"	"ENSG00000164171"	"CD molecules;Integrin alpha subunits"	"integrin subunit alpha 2"	"NM_002203"
"ITGA2B"	"ENSG00000005961"	"CD molecules;Protein phosphatase 1 regulatory subunits;Integrin alpha subunits"	"integrin subunit alpha 2b"	"NM_000419"
"ITGA3"	"ENSG00000005884"	"CD molecules;Integrin alpha subunits"	"integrin subunit alpha 3"	"NM_005501"
"ITGA4"	"ENSG00000115232"	"CD molecules;Integrin alpha subunits"	"integrin subunit alpha 4"	"NM_000885"
"ITGA5"	"ENSG00000161638"	"CD molecules;Integrin alpha subunits"	"integrin subunit alpha 5"	"NM_002205"
"ITGA6"	"ENSG00000091409"	"CD molecules;Integrin alpha subunits"	"integrin subunit alpha 6"	"NM_000210"
"ITGA7"	"ENSG00000135424"	"Integrin alpha subunits"	"integrin subunit alpha 7"	"NM_002206"
"ITGA8"	"ENSG00000077943"	"Integrin alpha subunits"	"integrin subunit alpha 8"	"NM_003638"
"ITGA9"	"ENSG00000144668"	"Integrin alpha subunits"	"integrin subunit alpha 9"	"NM_002207"
"ITGA10"	"ENSG00000143127"	"Integrin alpha subunits"	"integrin subunit alpha 10"	"NM_003637"
"ITGA11"	"ENSG00000137809"	"Integrin alpha subunits"	"integrin subunit alpha 11"	"NM_012211"
"ITGAD"	"ENSG00000156886"	"CD molecules;Integrin alpha subunits"	"integrin subunit alpha D"	"NM_005353"
"ITGAE"	"ENSG00000083457"	"CD molecules;Integrin alpha subunits"	"integrin subunit alpha E"	"NM_002208"
"ITGAL"	"ENSG00000005844"	"CD molecules;Integrin alpha subunits"	"integrin subunit alpha L"	"NM_001114380"
"ITGAM"	"ENSG00000169896"	"CD molecules;Integrin alpha subunits;Complement system regulators and receptors"	"integrin subunit alpha M"	"NM_000632"
"ITGAV"	"ENSG00000138448"	"CD molecules;Integrin alpha subunits"	"integrin subunit alpha V"	"NM_002210"
"ITGAX"	"ENSG00000140678"	"CD molecules;Integrin alpha subunits;Complement system regulators and receptors"	"integrin subunit alpha X"	"NM_000887"
"ITGB1"	"ENSG00000150093"	"CD molecules;Integrin beta subunits"	"integrin subunit beta 1"	"NM_002211"
"ITGB1BP1"	"ENSG00000119185"	"NULL"	"integrin subunit beta 1 binding protein 1"	"NM_004763;NM_022334"
"ITGB1BP2"	"ENSG00000147166"	"NULL"	"integrin subunit beta 1 binding protein 2"	"NM_012278"
"ITGB2"	"ENSG00000160255"	"CD molecules;Integrin beta subunits;Complement system regulators and receptors"	"integrin subunit beta 2"	"NM_000211"
"ITGB3"	"ENSG00000259207"	"CD molecules;Integrin beta subunits"	"integrin subunit beta 3"	"NM_000212"
"ITGB3BP"	"ENSG00000142856"	"Constitutive centromere associated network"	"integrin subunit beta 3 binding protein"	"NM_014288"
"ITGB4"	"ENSG00000132470"	"CD molecules;Fibronectin type III domain containing;Integrin beta subunits"	"integrin subunit beta 4"	"NM_000213"
"ITGB5"	"ENSG00000082781"	"Integrin beta subunits"	"integrin subunit beta 5"	"NM_002213"
"ITGB6"	"ENSG00000115221"	"Integrin beta subunits"	"integrin subunit beta 6"	"NM_000888"
"ITGB7"	"ENSG00000139626"	"Integrin beta subunits"	"integrin subunit beta 7"	"NM_000889"
"ITGB8"	"ENSG00000105855"	"Integrin beta subunits"	"integrin subunit beta 8"	"NM_002214"
"ITGBL1"	"ENSG00000198542"	"Integrin beta subunits"	"integrin subunit beta like 1"	"NM_004791"
"ITIH1"	"ENSG00000055957"	"NULL"	"inter-alpha-trypsin inhibitor heavy chain 1"	"NM_002215"
"ITIH2"	"ENSG00000151655"	"Gla domain containing"	"inter-alpha-trypsin inhibitor heavy chain 2"	"NM_002216"
"ITIH3"	"ENSG00000162267"	"NULL"	"inter-alpha-trypsin inhibitor heavy chain 3"	"NM_002217"
"ITIH4"	"ENSG00000055955"	"NULL"	"inter-alpha-trypsin inhibitor heavy chain family member 4"	"NM_002218"
"ITIH5"	"ENSG00000123243"	"NULL"	"inter-alpha-trypsin inhibitor heavy chain family member 5"	"NM_030569"
"ITIH6"	"ENSG00000102313"	"NULL"	"inter-alpha-trypsin inhibitor heavy chain family member 6"	"NM_198510"
"ITK"	"ENSG00000113263"	"Pleckstrin homology domain containing;SH2 domain containing;Tec family tyrosine kinases"	"IL2 inducible T cell kinase"	"NM_005546"
"ITLN1"	"ENSG00000179914"	"NULL"	"intelectin 1"	"NM_017625"
"ITLN2"	"ENSG00000158764"	"Fibrinogen C domain containing"	"intelectin 2"	"NM_080878"
"ITM2A"	"ENSG00000078596"	"BRICHOS domain containing"	"integral membrane protein 2A"	"NM_004867"
"ITM2B"	"ENSG00000136156"	"BRICHOS domain containing"	"integral membrane protein 2B"	"NM_021999"
"ITM2C"	"ENSG00000135916"	"BRICHOS domain containing"	"integral membrane protein 2C"	"NM_030926"
"ITPA"	"ENSG00000125877"	"NULL"	"inosine triphosphatase"	"NM_033453"
"ITPK1"	"ENSG00000100605"	"NULL"	"inositol-tetrakisphosphate 1-kinase"	"NM_014216"
"ITPKA"	"ENSG00000137825"	"NULL"	"inositol-trisphosphate 3-kinase A"	"NM_002220"
"ITPKB"	"ENSG00000143772"	"NULL"	"inositol-trisphosphate 3-kinase B"	"NM_002221"
"ITPKC"	"ENSG00000086544"	"NULL"	"inositol-trisphosphate 3-kinase C"	"NM_025194"
"ITPR1"	"ENSG00000150995"	"Inositol 1,4,5-triphosphate receptors;Protein phosphatase 1 regulatory subunits"	"inositol 1,4,5-trisphosphate receptor type 1"	"NM_002222"
"ITPR2"	"ENSG00000123104"	"Inositol 1,4,5-triphosphate receptors;Cilia and flagella associated"	"inositol 1,4,5-trisphosphate receptor type 2"	"NM_002223"
"ITPR3"	"ENSG00000096433"	"Inositol 1,4,5-triphosphate receptors;Protein phosphatase 1 regulatory subunits"	"inositol 1,4,5-trisphosphate receptor type 3"	"NM_002224"
"ITPRID1"	"ENSG00000180347"	"NULL"	"ITPR interacting domain containing 1"	"NM_194300"
"ITPRID2"	"ENSG00000138434"	"NULL"	"ITPR interacting domain containing 2"	"NM_006751"
"ITPRIP"	"ENSG00000148841"	"NULL"	"inositol 1,4,5-trisphosphate receptor interacting protein"	"NM_033397"
"ITPRIPL1"	"ENSG00000198885"	"NULL"	"ITPRIP like 1"	"NM_178495"
"ITPRIPL2"	"ENSG00000205730"	"NULL"	"ITPRIP like 2"	"NM_001034841"
"ITSN1"	"ENSG00000205726"	"Pleckstrin homology domain containing;Rho guanine nucleotide exchange factors;C2 domain containing;EF-hand domain containing"	"intersectin 1"	"NM_003024"
"ITSN2"	"ENSG00000198399"	"Rho guanine nucleotide exchange factors;C2 domain containing;EF-hand domain containing"	"intersectin 2"	"NM_006277"
"IVD"	"ENSG00000128928"	"Acyl-CoA dehydrogenase family"	"isovaleryl-CoA dehydrogenase"	"NM_001159508"
"IVL"	"ENSG00000163207"	"Cornified envelope precursor family"	"involucrin"	"NM_005547"
"IVNS1ABP"	"ENSG00000116679"	"Kelch like;BTB domain containing"	"influenza virus NS1A binding protein"	"NM_006469"
"IWS1"	"ENSG00000163166"	"NULL"	"IWS1, SUPT6H interacting protein"	"NM_017969"
"IYD"	"ENSG00000009765"	"NULL"	"iodotyrosine deiodinase"	"NM_203395"
"IZUMO1"	"ENSG00000182264"	"IZUMO family;Ig-like cell adhesion molecule family"	"izumo sperm-egg fusion 1"	"NM_182575"
"IZUMO1R"	"ENSG00000183560"	"Ig-like cell adhesion molecule family"	"IZUMO1 receptor, JUNO"	"NM_001080486"
"IZUMO2"	"ENSG00000161652"	"IZUMO family"	"IZUMO family member 2"	"NM_152358"
"IZUMO3"	"ENSG00000205442"	"IZUMO family"	"IZUMO family member 3"	"NM_001271706"
"IZUMO4"	"ENSG00000099840"	"IZUMO family"	"IZUMO family member 4"	"NM_052878"
"JADE1"	"ENSG00000077684"	"PHD finger proteins"	"jade family PHD finger 1"	"NM_024900"
"JADE2"	"ENSG00000043143"	"PHD finger proteins"	"jade family PHD finger 2"	"NM_015288"
"JADE3"	"ENSG00000102221"	"PHD finger proteins"	"jade family PHD finger 3"	"NM_014735"
"JAG1"	"ENSG00000101384"	"CD molecules"	"jagged 1"	"NM_000214"
"JAG2"	"ENSG00000184916"	"NULL"	"jagged 2"	"NM_002226"
"JAGN1"	"ENSG00000171135"	"NULL"	"jagunal homolog 1"	"NM_032492"
"JAK1"	"ENSG00000162434"	"FERM domain containing;Jak family tyrosine kinases"	"Janus kinase 1"	"NM_002227"
"JAK2"	"ENSG00000096968"	"SH2 domain containing;FERM domain containing;Jak family tyrosine kinases"	"Janus kinase 2"	"NM_001322194"
"JAK3"	"ENSG00000105639"	"Jak family tyrosine kinases"	"Janus kinase 3"	"NM_000215"
"JAKMIP1"	"ENSG00000152969"	"NULL"	"janus kinase and microtubule interacting protein 1"	"NM_144720"
"JAKMIP2"	"ENSG00000176049"	"NULL"	"janus kinase and microtubule interacting protein 2"	"NM_014790"
"JAKMIP3"	"ENSG00000188385"	"NULL"	"Janus kinase and microtubule interacting protein 3"	"NM_194303"
"JAM2"	"ENSG00000154721"	"CD molecules;V-set domain containing;I-set domain containing;Ig-like cell adhesion molecule family"	"junctional adhesion molecule 2"	"NM_001270407"
