"symbol"	"ensembl_gene_id"	"gene_family"	"name"	"refseq_accession"
"IGHV3-30-5"	NA	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-30-5"	"NULL"
"IGHV3-33"	"ENSG00000211955"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-33"	"NG_001019"
"IGHV3-35"	"ENSG00000211957"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-35 (non-functional)"	"NG_001019"
"IGHV3-38"	"ENSG00000211958"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-38 (non-functional)"	"NG_001019"
"IGHV3-38-3"	NA	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-38-3 (non-functional)"	"NULL"
"IGHV3-43"	"ENSG00000232216"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-43"	"NG_001019"
"IGHV3-43D"	NA	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-43D"	"NULL"
"IGHV3-48"	"ENSG00000211964"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-48"	"NG_001019"
"IGHV3-49"	"ENSG00000211965"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-49"	"NG_001019"
"IGHV3-53"	"ENSG00000211967"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-53"	"NG_001019"
"IGHV3-64"	"ENSG00000223648"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-64"	"NG_001019"
"IGHV3-64D"	"ENSG00000282639"	"NULL"	"immunoglobulin heavy variable 3-64D"	"NG_001019"
"IGHV3-66"	"ENSG00000211972"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-66"	"NG_001019"
"IGHV3-72"	"ENSG00000225698"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-72"	"NG_001019"
"IGHV3-73"	"ENSG00000211976"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-73"	"NG_001019"
"IGHV3-74"	"ENSG00000224650"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 3-74"	"NG_001019"
"IGHV3OR16-8"	"ENSG00000271130"	"Immunoglobulin heavy (IGH) orphons"	"immunoglobulin heavy variable 3/OR16-8 (non-functional)"	"NULL"
"IGHV3OR16-9"	"ENSG00000270472"	"Immunoglobulin heavy (IGH) orphons"	"immunoglobulin heavy variable 3/OR16-9 (non-functional)"	"NULL"
"IGHV3OR16-10"	"ENSG00000233732"	"Immunoglobulin heavy (IGH) orphons"	"immunoglobulin heavy variable 3/OR16-10 (non-functional)"	"NULL"
"IGHV3OR16-12"	"ENSG00000270467"	"Immunoglobulin heavy (IGH) orphons"	"immunoglobulin heavy variable 3/OR16-12 (non-functional)"	"NULL"
"IGHV3OR16-13"	"ENSG00000271178"	"Immunoglobulin heavy (IGH) orphons"	"immunoglobulin heavy variable 3/OR16-13 (non-functional)"	"NG_011771"
"IGHV4-4"	"ENSG00000276775"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-4"	"NG_001019"
"IGHV4-28"	"ENSG00000211952"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-28"	"NG_001019"
"IGHV4-30-1"	NA	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-30-1"	"NULL"
"IGHV4-30-2"	NA	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-30-2"	"NG_001019"
"IGHV4-30-4"	NA	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-30-4"	"NULL"
"IGHV4-31"	"ENSG00000231475"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-31"	"NG_001019"
"IGHV4-34"	"ENSG00000211956"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-34"	"NG_001019"
"IGHV4-38-2"	NA	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-38-2"	"NULL"
"IGHV4-39"	"ENSG00000211959"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-39"	"NG_001019"
"IGHV4-59"	"ENSG00000224373"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-59"	"NG_001019"
"IGHV4-61"	"ENSG00000211970"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 4-61"	"NG_001019"
"IGHV4OR15-8"	"ENSG00000259261"	"Immunoglobulin heavy (IGH) orphons"	"immunoglobulin heavy variable 4/OR15-8 (non-functional)"	"NULL"
"IGHV5-10-1"	"ENSG00000282651"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 5-10-1"	"NG_001019"
"IGHV5-51"	"ENSG00000211966"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 5-51"	"NG_001019"
"IGHV6-1"	"ENSG00000211933"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 6-1"	"NG_001019"
"IGHV7-4-1"	"ENSG00000282122"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 7-4-1"	"NG_001019"
"IGHV7-81"	"ENSG00000211979"	"Immunoglobulin heavy locus at 14q32.33"	"immunoglobulin heavy variable 7-81 (non-functional)"	"NG_001019"
"IGKC"	"ENSG00000211592"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa constant"	"NG_000834"
"IGKDEL"	NA	"NULL"	"immunoglobulin kappa deleting element or like"	"NG_000834"
"IGKJ1"	"ENSG00000211597"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa joining 1"	"NG_000834"
"IGKJ2"	"ENSG00000211596"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa joining 2"	"NG_000834"
"IGKJ3"	"ENSG00000211595"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa joining 3"	"NG_000834"
"IGKJ4"	"ENSG00000211594"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa joining 4"	"NG_000834"
"IGKJ5"	"ENSG00000211593"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa joining 5"	"NG_000834"
"IGKV1-5"	"ENSG00000243466"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-5"	"NG_000834"
"IGKV1-6"	"ENSG00000239855"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-6"	"NG_000834"
"IGKV1-8"	"ENSG00000240671"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-8"	"NG_000834"
"IGKV1-9"	"ENSG00000241755"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-9"	"NG_000834"
"IGKV1-12"	"ENSG00000243290"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-12"	"NG_000834"
"IGKV1-13"	"ENSG00000253497"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-13 (gene/pseudogene)"	"NG_000834"
"IGKV1-16"	"ENSG00000240864"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-16"	"NG_000834"
"IGKV1-17"	"ENSG00000240382"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-17"	"NG_000834"
"IGKV1-27"	"ENSG00000244575"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-27"	"NG_000834"
"IGKV1-33"	"ENSG00000242076"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-33"	"NG_000834"
"IGKV1-37"	"ENSG00000239862"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-37 (non-functional)"	"NG_000834"
"IGKV1-39"	"ENSG00000242371"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1-39 (gene/pseudogene)"	"NG_000834"
"IGKV1D-8"	"ENSG00000239819"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1D-8"	"NG_000833"
"IGKV1D-12"	"ENSG00000278857"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1D-12"	"NG_000833"
"IGKV1D-13"	"ENSG00000276566"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1D-13"	"NG_000833"
"IGKV1D-16"	"ENSG00000241244"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1D-16"	"NG_000833"
"IGKV1D-17"	"ENSG00000242766"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1D-17"	"NG_000833"
"IGKV1D-33"	"ENSG00000239975"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1D-33"	"NG_000833"
"IGKV1D-37"	"ENSG00000250036"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1D-37 (non-functional)"	"NG_000833"
"IGKV1D-39"	"ENSG00000251546"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1D-39"	"NG_000833"
"IGKV1D-42"	"ENSG00000211633"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1D-42 (non-functional)"	"NG_000833"
"IGKV1D-43"	"ENSG00000242580"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 1D-43"	"NG_000833"
"IGKV1OR2-0"	NA	"Immunoglobulin kappa (IGK) orphons"	"immunoglobulin kappa variable 1/OR2-0 (non-functional)"	"NULL"
"IGKV1OR2-108"	"ENSG00000231292"	"Immunoglobulin kappa (IGK) orphons"	"immunoglobulin kappa variable 1/OR2-108 (non-functional)"	"NULL"
"IGKV2-24"	"ENSG00000241294"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2-24"	"NG_000834"
"IGKV2-28"	"ENSG00000244116"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2-28"	"NG_000834"
"IGKV2-29"	"ENSG00000253998"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2-29 (gene/pseudogene)"	"NG_000834"
"IGKV2-30"	"ENSG00000243238"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2-30"	"NG_000834"
"IGKV2-40"	"ENSG00000273962"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2-40"	"NG_000834"
"IGKV2D-24"	"ENSG00000241566"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2D-24 (non-functional)"	"NG_000833"
"IGKV2D-26"	"ENSG00000211623"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2D-26"	"NG_000833"
"IGKV2D-28"	"ENSG00000242534"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2D-28"	"NG_000833"
"IGKV2D-29"	"ENSG00000243264"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2D-29"	"NG_000833"
"IGKV2D-30"	"ENSG00000239571"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2D-30"	"NG_000833"
"IGKV2D-40"	"ENSG00000251039"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 2D-40"	"NG_000833"
"IGKV3-7"	"ENSG00000243063"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 3-7 (non-functional)"	"NG_000834"
"IGKV3-11"	"ENSG00000241351"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 3-11"	"NG_000834"
"IGKV3-15"	"ENSG00000244437"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 3-15"	"NG_000834"
"IGKV3-20"	"ENSG00000239951"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 3-20"	"NG_000834"
"IGKV3D-7"	"ENSG00000228325"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 3D-7"	"NG_000833"
"IGKV3D-11"	"ENSG00000211632"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 3D-11"	"NG_000833"
"IGKV3D-15"	"ENSG00000224041"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 3D-15 (gene/pseudogene)"	"NG_000833"
"IGKV3D-20"	"ENSG00000211625"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 3D-20"	"NG_000833"
"IGKV3OR2-268"	"ENSG00000233999"	"Immunoglobulin kappa (IGK) orphons"	"immunoglobulin kappa variable 3/OR2-268 (non-functional)"	"NULL"
"IGKV4-1"	"ENSG00000211598"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 4-1"	"NG_000834"
"IGKV5-2"	"ENSG00000211599"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 5-2"	"NG_000834"
"IGKV6-21"	"ENSG00000211611"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 6-21 (non-functional)"	"NG_000834"
"IGKV6D-21"	"ENSG00000225523"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 6D-21 (non-functional)"	"NG_000833"
"IGKV6D-41"	"ENSG00000211626"	"Immunoglobulin kappa locus at 2p11.2"	"immunoglobulin kappa variable 6D-41 (non-functional)"	"NG_000833"
"IGLC1"	"ENSG00000211675"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda constant 1"	"NG_000002"
"IGLC2"	"ENSG00000211677"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda constant 2"	"NG_000002"
"IGLC3"	"ENSG00000211679"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda constant 3 (Kern-Oz+ marker)"	"NG_000002"
"IGLC6"	"ENSG00000222037"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda constant 6 (gene/pseudogene)"	"NG_000002"
"IGLC7"	"ENSG00000211685"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda constant 7"	"NG_000002"
"IGLJ1"	"ENSG00000211674"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda joining 1"	"NG_000002"
"IGLJ2"	"ENSG00000211676"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda joining 2"	"NG_000002"
"IGLJ3"	"ENSG00000211678"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda joining 3"	"NG_000002"
"IGLJ4"	"ENSG00000211680"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda joining 4 (non-functional)"	"NG_000002"
"IGLJ5"	"ENSG00000211681"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda joining 5 (non-functional)"	"NG_000002"
"IGLJ6"	"ENSG00000211682"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda joining 6"	"NG_000002"
"IGLJ7"	"ENSG00000211684"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda joining 7"	"NG_000002"
"IGLV1-36"	"ENSG00000211655"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 1-36"	"NG_000002"
"IGLV1-40"	"ENSG00000211653"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 1-40"	"NG_000002"
"IGLV1-44"	"ENSG00000211651"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 1-44"	"NG_000002"
"IGLV1-47"	"ENSG00000211648"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 1-47"	"NG_000002"
"IGLV1-50"	"ENSG00000211645"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 1-50 (non-functional)"	"NG_000002"
"IGLV1-51"	"ENSG00000211644"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 1-51"	"NG_000002"
"IGLV2-8"	"ENSG00000278196"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 2-8"	"NG_000002"
"IGLV2-11"	"ENSG00000211668"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 2-11"	"NG_000002"
"IGLV2-14"	"ENSG00000211666"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 2-14"	"NG_000002"
"IGLV2-18"	"ENSG00000211664"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 2-18"	"NG_000002"
"IGLV2-23"	"ENSG00000211660"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 2-23"	"NG_000002"
"IGLV2-33"	"ENSG00000211656"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 2-33 (non-functional)"	"NG_000002"
"IGLV3-1"	"ENSG00000211673"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-1"	"NG_000002"
"IGLV3-9"	"ENSG00000211670"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-9 (gene/pseudogene)"	"NG_000002"
"IGLV3-10"	"ENSG00000211669"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-10"	"NG_000002"
"IGLV3-12"	"ENSG00000211667"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-12"	"NG_000002"
"IGLV3-16"	"ENSG00000211665"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-16"	"NG_000002"
"IGLV3-19"	"ENSG00000211663"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-19"	"NG_000002"
"IGLV3-21"	"ENSG00000211662"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-21"	"NG_000002"
"IGLV3-22"	"ENSG00000211661"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-22 (gene/pseudogene)"	"NG_000002"
"IGLV3-25"	"ENSG00000211659"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-25"	"NG_000002"
"IGLV3-27"	"ENSG00000211658"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-27"	"NG_000002"
"IGLV3-32"	"ENSG00000211657"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 3-32 (non-functional)"	"NG_000002"
"IGLV4-3"	"ENSG00000211672"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 4-3"	"NG_000002"
"IGLV4-60"	"ENSG00000211639"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 4-60"	"NG_000002"
"IGLV4-69"	"ENSG00000211637"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 4-69"	"NG_000002"
"IGLV5-37"	"ENSG00000211654"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 5-37"	"NG_000002"
"IGLV5-45"	"ENSG00000211650"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 5-45"	"NG_000002"
"IGLV5-48"	"ENSG00000211647"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 5-48 (non-functional)"	"NG_000002"
"IGLV5-52"	"ENSG00000211643"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 5-52"	"NG_000002"
"IGLV6-57"	"ENSG00000211640"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 6-57"	"NG_000002"
"IGLV7-43"	"ENSG00000211652"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 7-43"	"NG_000002"
"IGLV7-46"	"ENSG00000211649"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 7-46 (gene/pseudogene)"	"NG_000002"
"IGLV8-61"	"ENSG00000211638"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 8-61"	"NG_000002"
"IGLV9-49"	"ENSG00000223350"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 9-49"	"NG_000002"
"IGLV10-54"	"ENSG00000211642"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 10-54"	"NG_000002"
"IGLV11-55"	"ENSG00000211641"	"Immunoglobulin lambda locus at 22q11.2"	"immunoglobulin lambda variable 11-55 (non-functional)"	"NG_000002"
"INMT-MINDY4"	"ENSG00000254959"	"NULL"	"INMT-MINDY4 readthrough (NMD candidate)"	"NR_037598.1"
"INO80B-WBP1"	"ENSG00000274049"	"NULL"	"INO80B-WBP1 readthrough (NMD candidate)"	"NR_037849"
"INS-IGF2"	"ENSG00000129965"	"NULL"	"INS-IGF2 readthrough"	"NM_001042376.2"
"IQCJ-SCHIP1"	"ENSG00000283154"	"NULL"	"IQCJ-SCHIP1 readthrough"	"NM_001197113"
"ISY1-RAB43"	"ENSG00000261796"	"NULL"	"ISY1-RAB43 readthrough"	"NM_001204890"
"JMJD7-PLA2G4B"	"ENSG00000168970"	"NULL"	"JMJD7-PLA2G4B readthrough"	"NM_001198588"
"KANTR"	"ENSG00000232593"	"Long non-coding RNAs (published)"	"KDM5C adjacent transcript"	"NR_110456"
"KDM4F"	"ENSG00000255855"	"Lysine demethylases"	"lysine demethylase 4F"	"NG_012275"
"KHDRBS2-OT"	"ENSG00000250686"	"NULL"	"KHDRBS2 3'UTR overlapping transcript 1"	"NULL"
"KIR3DX1"	"ENSG00000104970"	"Killer cell immunoglobulin like receptors"	"killer cell immunoglobulin like receptor, three Ig domains X1"	"NR_026716"
"KLRC4-KLRK1"	"ENSG00000255819"	"NULL"	"KLRC4-KLRK1 readthrough"	"NM_001199805"
"KRTAP4-16"	"ENSG00000241241"	"Keratin associated proteins"	"keratin associated protein 4-16"	"NG_005311"
"KRTAP20-4"	"ENSG00000206105"	"Keratin associated proteins"	"keratin associated protein 20-4"	"NR_023342"
"LGTN"	NA	"NULL"	"ligatin"	"NULL"
"LINC00452"	"ENSG00000229373"	"NULL"	"long intergenic non-protein coding RNA 452"	"NM_001278674"
"LINC00846"	"ENSG00000186842"	"NULL"	"long intergenic non-protein coding RNA 846"	"NULL"
"LINC01835"	"ENSG00000267453"	"NULL"	"long intergenic non-protein coding RNA 1835"	"NM_001302493"
"LINC02054"	"ENSG00000224153"	"NULL"	"long intergenic non-protein coding RNA 2054"	"NM_001348206"
"LINC02210-CRHR1"	"ENSG00000263715"	"NULL"	"LINC02210-CRHR1 readthrough"	"NM_001303016"
"LIPB"	NA	"NULL"	"lipase B, lysosomal acid type"	"NULL"
"LMO7DN"	"ENSG00000178734"	"NULL"	"LMO7 downstream neighbor"	"NM_001257995"
"LOH1CR1"	NA	"NULL"	"loss of heterozygosity, 1, chromosomal region 1"	"NULL"
"LOH19CR1"	NA	"NULL"	"loss of heterozygosity, 19, chromosomal region 1"	"NULL"
"LPAL1"	NA	"NULL"	"lipoprotein(a) like 1"	"NULL"
"LY6G6E"	"ENSG00000255552"	"LY6/PLAUR domain containing"	"lymphocyte antigen 6 family member G6E"	"NR_024541"
"LY75-CD302"	"ENSG00000248672"	"NULL"	"LY75-CD302 readthrough"	"NM_001198759"
"LYNX1-SLURP2"	"ENSG00000284505"	"NULL"	"LYNX1-SLURP2 readthrough"	"NM_023946"
"MAGEA5"	"ENSG00000242520"	"MAGE family"	"MAGE family member A5"	"NM_021049"
"MAGEB6B"	"ENSG00000232030"	"NULL"	"MAGE family member B6B"	"NG_008389"
"MER5"	NA	"NULL"	"antigen identified by monoclonal antibody 2D8"	"NULL"
"MIA-RAB4B"	"ENSG00000268975"	"NULL"	"MIA-RAB4B readthrough (NMD candidate)"	"NR_037775"
"MIC7"	NA	"NULL"	"antigen identified by monoclonal antibody 28.3.7"	"NULL"
"MIC12"	NA	"NULL"	"antigen identified by monoclonal antibody 30.2A8"	"NULL"
"MINOS1-NBL1"	"ENSG00000270136"	"NULL"	"MINOS1-NBL1 readthrough"	"NM_001204088"
"MIR1-1HG"	"ENSG00000174407"	"NULL"	"MIR1-1 host gene"	"NM_178463"
"MROH7-TTC4"	"ENSG00000271723"	"NULL"	"MROH7-TTC4 readthrough (NMD candidate)"	"NR_037639"
"MSANTD3-TMEFF1"	"ENSG00000251349"	"NULL"	"MSANTD3-TMEFF1 readthrough"	"NM_001198812.1"
"MSBP1"	NA	"NULL"	"minisatellite binding protein 1"	"NULL"
"MSBP2"	NA	"NULL"	"minisatellite binding protein 2"	"NULL"
"MSH5-SAPCD1"	"ENSG00000255152"	"NULL"	"MSH5-SAPCD1 readthrough (NMD candidate)"	"NR_037846.1"
"MSK9"	NA	"NULL"	"antigen identified by monoclonal antibody K15"	"NULL"
"MSK10"	NA	"NULL"	"antigen identified by monoclonal antibody AJ425"	"NULL"
"MSK32"	NA	"NULL"	"antigen identified by monoclonal antibody K66"	"NULL"
"MSK38"	NA	"NULL"	"antigen identified by monoclonal antibody O5"	"NULL"
"MSLNL"	"ENSG00000162006"	"NULL"	"mesothelin-like"	"NM_001025190"
"MST1L"	"ENSG00000186715"	"NULL"	"macrophage stimulating 1 like"	"NM_001271733"
"MT7SDNA"	NA	"NULL"	"mitochondrially encoded 7S DNA"	"NULL"
"MTATT"	NA	"NULL"	"mitochondrially encoded membrane attachment site"	"NULL"
"MTCSB1"	NA	"NULL"	"mitochondrially encoded conserved sequence block I"	"NULL"
"MTCSB2"	NA	"NULL"	"mitochondrially encoded conserved sequence block II"	"NULL"
"MTCSB3"	NA	"NULL"	"mitochondrially encoded conserved sequence block III"	"NULL"
"MTHPR"	NA	"NULL"	"mitochondrially encoded replication primer"	"NULL"
"MTHSP1"	NA	"NULL"	"mitochondrially encoded major H-strand promoter"	"NULL"
"MTHSP2"	NA	"NULL"	"mitochondrially encoded minor H-strand promoter"	"NULL"
"MTLSP"	NA	"NULL"	"mitochondrially encoded L-strand promoter"	"NULL"
"MTOHR"	NA	"NULL"	"mitochondrially encoded heavy strand origin of replication"	"NULL"
"MTOLR"	NA	"NULL"	"mitochondrially encoded light strand origin of replication"	"NULL"
"MTRNR2L2"	"ENSG00000271043"	"NULL"	"MT-RNR2 like 2"	"NM_001190470"
"MTRNR2L9"	"ENSG00000255633"	"NULL"	"MT-RNR2 like 9"	"NG_029631"
"MTRNR2L11"	"ENSG00000270188"	"NULL"	"MT-RNR2 like 11"	"NG_023152"
"MTRNR2L12"	"ENSG00000269028"	"NULL"	"MT-RNR2 like 12"	"NG_023159"
"MTRNR2L13"	"ENSG00000270394"	"NULL"	"MT-RNR2 like 13"	"NG_023160"
"MTRNR3"	NA	"NULL"	"mitochondrially encoded 5S-like sequence"	"NULL"
"MTTAS"	NA	"NULL"	"mitochondrially encoded termination associate sequence"	"NULL"
"MTTER"	NA	"NULL"	"mitochondrially encoded transcription terminator"	"NULL"
"MTTFH"	NA	"NULL"	"mitochondrially encoded transcription factor binding site H"	"NULL"
"MTTFL"	NA	"NULL"	"mitochondrially encoded transcription factor binding site L"	"NULL"
"MTTFX"	NA	"NULL"	"mitochondrially encoded transcription factor binding site X"	"NULL"
"MTTFY"	NA	"NULL"	"mitochondrially encoded transcription factor binding site Y"	"NULL"
"MUC8"	NA	"Mucins"	"mucin 8"	"XM_024449294"
"MYCNOS"	"ENSG00000233718"	"NULL"	"MYCN opposite strand"	"NM_001329968"
"MYSA"	NA	"NULL"	"myasthenic (Lambert-Eaton) syndrome antigen A"	"NULL"
